ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_shells
13,1,345823,1823.0,1051.0,1.0,1.0277128573378926,0.5010148271806568,1.0,0.5440590905157834,0.33425158641316766,717.652463249714,890.3757633718474,293.318939040765,104.1325738862278,91.92388155425118,694.4197743508588,621.0842146341165,-80.76611464755118,3605.746000000088,0.8353030972756631,1843.3294373133076,1043.1679153786763,0,1,1
