ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_shells
29,1,341072,2133.0,1184.0,1.0,1.0119599841466511,0.45341263595893844,1.0,0.7761302713379391,0.3975448421151009,698.2135384358642,725.6342053679664,299.04180309782777,104.15415307537604,91.7877987534291,615.3360105522453,622.3182326865243,-12.38133292932027,3283.484000000081,0.9547646274194744,2149.499659895858,1169.9218698691186,0,1,1
