ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_shells
3,1,356101,1985.0,1900.0,1.0,1.0065869601845583,0.34925064998287136,1.0,0.7278061641595814,0.3743733323815485,695.5139246481779,710.0429564470026,311.0401903291599,105.39166519865152,92.17917335276988,643.7471079018369,651.716953575601,46.76687800406136,3457.3160000000958,0.9755323156157328,1980.6696583272724,1908.0850404800885,0,1,1
