ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_shells
5,1,342765,2211.0,1199.0,1.0,1.008874987102707,0.34857930185657526,1.0,0.7341828276207734,0.4560278164598545,683.0577777756334,700.2578096672681,300.8853602287755,102.50155696429893,90.0499861188218,640.2370965923674,640.2159100225748,23.942647167919002,3073.3180000000625,0.9707815334419957,2227.613802459411,1211.411736904293,0,1,1
