ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number,Parent_shells
11,1,337418,4026.0,1707.0,1.0,1.116738251183711,0.32452730936823426,1.0,0.653629639961102,0.3243590381586798,709.9606867355977,838.0721925944089,243.77243486497812,79.78802464217614,65.5133574166368,704.8657801480418,671.5350064944184,39.79887743494961,3615.564000000101,0.7992902946130139,4001.311151153762,1642.8549128973557,0,1,1
11,2,348216,2642.0,2185.0,1.0,1.015196244869224,0.5069165721514706,1.0,0.7531420933446668,0.6960511176804334,716.9529810220287,717.2900389661075,298.8009370801906,106.03977096726176,93.94147114027967,612.715456009626,618.009971731527,53.11280101126719,2507.3140000000217,0.9841058105358355,2628.5438808096123,2183.2159722700853,0,2,2
11,3,345667,1302.0,2653.0,1.0,1.02079706805152,0.5363821956105689,1.0,0.6883095677592658,0.5810509498276445,722.6931318282084,733.3518937045162,291.27478435319455,104.72391585717993,92.84934033152847,601.4749021820452,609.9350813368903,-47.81089813700567,2734.178000000037,0.965062356741424,1293.58791264425,2638.541607963734,0,3,3
